loc_id,time_stamp,num_of_people
15,2017-12-01 05,14.518243743527698
16,2017-12-01 05,22.39958013247426
17,2017-12-01 05,135.11898664340433
18,2017-12-01 05,326.53395139984707
19,2017-12-01 05,217.17035064820192
20,2017-12-01 05,25.911068573655612
21,2017-12-01 05,301.17225045234966
22,2017-12-01 05,32.576629587347114
23,2017-12-01 05,326.8315235983694
24,2017-12-01 05,15.468659011819808
25,2017-12-01 05,279.90859662831707
26,2017-12-01 05,40.331103975332525
27,2017-12-01 05,85.01073045723423
28,2017-12-01 05,124.0221022527194
29,2017-12-01 05,49.420317512157666
30,2017-12-01 05,519.2334133517055
31,2017-12-01 05,84.08271120941811
32,2017-12-01 05,32.322406483060035
33,2017-12-01 05,42.838119479852885
1,2017-12-01 06,340.75157686587227
2,2017-12-01 06,620.8655993526879
3,2017-12-01 06,154.0225786706727
4,2017-12-01 06,167.40375498417382
5,2017-12-01 06,209.15862033238045
6,2017-12-01 06,255.00541652313996
7,2017-12-01 06,96.63118778649914
8,2017-12-01 06,433.28302313666245
9,2017-12-01 06,116.33656392967109
10,2017-12-01 06,149.28897996756072
11,2017-12-01 06,268.18054729544855
12,2017-12-01 06,441.4764404478176
13,2017-12-01 06,59.54150521072377
14,2017-12-01 06,68.9981385985698
15,2017-12-01 06,58.48452821090471
16,2017-12-01 06,62.49269218886361
17,2017-12-01 06,265.431603988077
18,2017-12-01 06,345.7195519834488
19,2017-12-01 06,273.94576771422896
20,2017-12-01 06,50.02830470855317
21,2017-12-01 06,273.03194821585026
22,2017-12-01 06,36.47613159253226
23,2017-12-01 06,318.8302093072216
24,2017-12-01 06,92.26049886742877
25,2017-12-01 06,251.13543282158008
26,2017-12-01 06,79.56622204831132
27,2017-12-01 06,109.75223393379306
28,2017-12-01 06,213.1817342380303
29,2017-12-01 06,203.25018503308064
30,2017-12-01 06,517.8485722408795
31,2017-12-01 06,183.4201048137952
32,2017-12-01 06,70.1522493807336
33,2017-12-01 06,78.52399024052941
1,2017-12-01 07,550.7120906735511
2,2017-12-01 07,696.2516512427044
3,2017-12-01 07,889.7386295572786
4,2017-12-01 07,318.59781590017286
5,2017-12-01 07,449.03228717194565
6,2017-12-01 07,618.295579604647
7,2017-12-01 07,286.84285617159054
8,2017-12-01 07,2398.3669773462098
9,2017-12-01 07,232.71014650115964
10,2017-12-01 07,1106.1969697899995
11,2017-12-01 07,691.2316424775563
12,2017-12-01 07,2493.6431451148364
13,2017-12-01 07,306.62795844655795
14,2017-12-01 07,325.1084259000031
15,2017-12-01 07,357.98430077227
16,2017-12-01 07,373.4141308588545
17,2017-12-01 07,659.4465614905337
18,2017-12-01 07,454.8576040729178
19,2017-12-01 07,648.2599375646816
20,2017-12-01 07,270.81203578822596
21,2017-12-01 07,379.2463496714803
22,2017-12-01 07,286.92051971819546
23,2017-12-01 07,504.74780636206384
24,2017-12-01 07,547.6009552894175
25,2017-12-01 07,467.41181474036813
26,2017-12-01 07,348.0770091135485
27,2017-12-01 07,362.17965846072553
28,2017-12-01 07,492.3718059934391
29,2017-12-01 07,1268.2507858854153
30,2017-12-01 07,664.6680582871675
31,2017-12-01 07,937.3112357351438
32,2017-12-01 07,325.67946948852216
33,2017-12-01 07,320.65360668660543
1,2017-12-01 08,748.7373423547542
2,2017-12-01 08,578.7715285565422
3,2017-12-01 08,1335.2680044212996
4,2017-12-01 08,605.3905784833712
5,2017-12-01 08,588.212202535457
6,2017-12-01 08,774.0870964953383
7,2017-12-01 08,314.22333340569537
8,2017-12-01 08,3913.866224769914
9,2017-12-01 08,258.1184336264285
10,2017-12-01 08,1981.6712826877497
11,2017-12-01 08,505.3516294776449
12,2017-12-01 08,4128.603932209269
13,2017-12-01 08,507.17887439257333
14,2017-12-01 08,575.3038672398739
15,2017-12-01 08,454.2274705122743
16,2017-12-01 08,631.4715266358658
17,2017-12-01 08,947.3234449250128
18,2017-12-01 08,580.6790029585866
19,2017-12-01 08,517.1449184404007
20,2017-12-01 08,1317.9158113476715
21,2017-12-01 08,788.2174396649318
22,2017-12-01 08,281.5719039593906
23,2017-12-01 08,294.87041645036504
24,2017-12-01 08,909.138961427924
25,2017-12-01 08,950.7960923175428
26,2017-12-01 08,563.4534152472231
27,2017-12-01 08,664.7964590301299
28,2017-12-01 08,823.8177853067366
29,2017-12-01 08,2415.2960852641554
30,2017-12-01 08,852.4098187723403
31,2017-12-01 08,1296.9794320199817
32,2017-12-01 08,492.76525178570546
33,2017-12-01 08,559.4846653322139
1,2017-12-01 09,671.2889801237066
2,2017-12-01 09,584.0493317189821
3,2017-12-01 09,1196.2308008288994
4,2017-12-01 09,541.4377841559597
5,2017-12-01 09,547.3155314142165
6,2017-12-01 09,747.4001940296524
7,2017-12-01 09,292.33356107857315
8,2017-12-01 09,3145.392534069766
9,2017-12-01 09,253.42760464746394
10,2017-12-01 09,1053.6078034242237
11,2017-12-01 09,601.910837945868
12,2017-12-01 09,3240.4916577963404
13,2017-12-01 09,421.9275401147341
14,2017-12-01 09,679.2028707876593
15,2017-12-01 09,667.6928650806196
16,2017-12-01 09,824.3544134239676
17,2017-12-01 09,858.1558028004914
18,2017-12-01 09,489.28779624556785
19,2017-12-01 09,503.74134828816784
20,2017-12-01 09,1675.0254163586562
21,2017-12-01 09,725.3031412451262
22,2017-12-01 09,495.72591302283274
23,2017-12-01 09,425.467269279796
24,2017-12-01 09,1300.2705193790612
25,2017-12-01 09,914.3569550036743
26,2017-12-01 09,504.1987692543946
27,2017-12-01 09,1012.5554003458028
28,2017-12-01 09,759.4580977736115
29,2017-12-01 09,1496.6866119994052
30,2017-12-01 09,781.7996648439175
31,2017-12-01 09,1156.822470671439
32,2017-12-01 09,437.80535649502065
33,2017-12-01 09,854.8423193172514
1,2017-12-01 10,545.2998735989586
2,2017-12-01 10,484.90371718421983
3,2017-12-01 10,911.8046105405608
4,2017-12-01 10,396.02193069824284
5,2017-12-01 10,458.80649381472443
6,2017-12-01 10,571.5118342186846
7,2017-12-01 10,249.54080096483602
8,2017-12-01 10,2223.6223925290633
9,2017-12-01 10,170.93457696047642
10,2017-12-01 10,807.4140567459078
11,2017-12-01 10,493.8697107482959
12,2017-12-01 10,2142.8055851438157
13,2017-12-01 10,297.1584542666026
14,2017-12-01 10,576.2241429317795
15,2017-12-01 10,452.97362513958456
16,2017-12-01 10,760.159984834884
17,2017-12-01 10,662.6973875717746
18,2017-12-01 10,376.8227743294526
19,2017-12-01 10,419.57734601368134
20,2017-12-01 10,1522.9413401757588
21,2017-12-01 10,561.6391647648722
22,2017-12-01 10,299.885756384728
23,2017-12-01 10,337.4422216210959
24,2017-12-01 10,1070.9246687706036
25,2017-12-01 10,778.9679056729778
26,2017-12-01 10,352.94963093709373
27,2017-12-01 10,833.6389097660285
28,2017-12-01 10,556.6911490476645
29,2017-12-01 10,1048.1781144036925
30,2017-12-01 10,609.0636311334558
31,2017-12-01 10,896.9704385253697
32,2017-12-01 10,341.6461333532027
33,2017-12-01 10,707.0621337618544
1,2017-12-01 11,760.067900688806
2,2017-12-01 11,737.2266249997331
3,2017-12-01 11,1690.8639016868324
4,2017-12-01 11,730.3290337801636
5,2017-12-01 11,680.4032581835456
6,2017-12-01 11,950.7966726343077
7,2017-12-01 11,350.3668216423217
8,2017-12-01 11,6191.909358265304
9,2017-12-01 11,271.18611117089483
10,2017-12-01 11,3482.9704001649616
11,2017-12-01 11,774.1372961240411
12,2017-12-01 11,6399.548160322601
13,2017-12-01 11,440.9857602260181
14,2017-12-01 11,627.2212566408544
15,2017-12-01 11,535.1820630962375
16,2017-12-01 11,907.2957858841794
17,2017-12-01 11,1136.6660981577645
18,2017-12-01 11,481.3795731031821
19,2017-12-01 11,635.200437126309
20,2017-12-01 11,1968.9221541247512
21,2017-12-01 11,911.9923251320058
22,2017-12-01 11,408.4972389790167
23,2017-12-01 11,458.07021141924054
24,2017-12-01 11,1480.6131635527722
25,2017-12-01 11,1346.3648541271523
26,2017-12-01 11,590.4487480344271
27,2017-12-01 11,748.3832428143676
28,2017-12-01 11,952.7194924878615
29,2017-12-01 11,3679.18503226296
30,2017-12-01 11,813.4026103357896
31,2017-12-01 11,1567.5301139521903
32,2017-12-01 11,609.543040232234
33,2017-12-01 11,706.8996179007693
1,2017-12-01 12,1146.471265053164
2,2017-12-01 12,1094.0675773072533
3,2017-12-01 12,2416.44936459335
4,2017-12-01 12,1143.9817665614914
5,2017-12-01 12,1086.1618765168423
6,2017-12-01 12,1481.5854467452211
7,2017-12-01 12,568.811398718876
8,2017-12-01 12,7951.063969629315
9,2017-12-01 12,450.97382541400464
10,2017-12-01 12,4700.198789217309
11,2017-12-01 12,1081.8105697426822
12,2017-12-01 12,8296.147308221422
13,2017-12-01 12,724.9531594271493
14,2017-12-01 12,635.1729703200331
15,2017-12-01 12,647.1920594836554
16,2017-12-01 12,885.7470711431993
17,2017-12-01 12,1687.4008359186946
18,2017-12-01 12,586.0952966500764
19,2017-12-01 12,1010.4470226225433
20,2017-12-01 12,1587.403328906194
21,2017-12-01 12,1362.569645964664
22,2017-12-01 12,433.3601061727235
23,2017-12-01 12,591.8812679305488
24,2017-12-01 12,1470.3184114761752
25,2017-12-01 12,1932.6406618614992
26,2017-12-01 12,900.3702094988641
27,2017-12-01 12,589.1743024772286
28,2017-12-01 12,1411.7670927960407
29,2017-12-01 12,4747.680222264655
30,2017-12-01 12,1011.6490187577645
31,2017-12-01 12,2204.065091575678
32,2017-12-01 12,804.9194965623385
33,2017-12-01 12,568.5670433211832
1,2017-12-01 13,820.7188442712
2,2017-12-01 13,824.8323456370678
3,2017-12-01 13,1502.791704463956
4,2017-12-01 13,686.9495442552688
5,2017-12-01 13,716.3133707516636
6,2017-12-01 13,954.4583643823573
7,2017-12-01 13,398.2592067399957
8,2017-12-01 13,3433.9553983873307
9,2017-12-01 13,318.72471105989916
10,2017-12-01 13,1472.1748035730218
11,2017-12-01 13,884.56872101724
12,2017-12-01 13,3414.1071663735515
13,2017-12-01 13,506.4596268657788
14,2017-12-01 13,655.0675789323077
15,2017-12-01 13,600.8510592922585
16,2017-12-01 13,768.4969000543656
17,2017-12-01 13,1067.4978367953747
18,2017-12-01 13,475.838754641059
19,2017-12-01 13,776.8481136875482
20,2017-12-01 13,1353.0213220909257
21,2017-12-01 13,875.1137681701986
22,2017-12-01 13,402.0773914229852
23,2017-12-01 13,568.8174926819445
24,2017-12-01 13,1246.7465367935677
25,2017-12-01 13,1121.930694540451
26,2017-12-01 13,603.3994619514126
27,2017-12-01 13,768.0409902673608
28,2017-12-01 13,886.4591127845806
29,2017-12-01 13,1826.950017242999
30,2017-12-01 13,773.0745177063642
31,2017-12-01 13,1509.8704137332816
32,2017-12-01 13,606.09399627677
33,2017-12-01 13,709.304784162452
1,2017-12-01 14,566.2206430507047
2,2017-12-01 14,540.9918670280347
3,2017-12-01 14,1118.6071113924604
4,2017-12-01 14,556.2722810267231
5,2017-12-01 14,515.5901237050875
6,2017-12-01 14,740.1064894121521
7,2017-12-01 14,291.02017967029286
8,2017-12-01 14,2176.485564104283
9,2017-12-01 14,209.54992700794003
10,2017-12-01 14,841.4351951541294
11,2017-12-01 14,479.48443917673916
12,2017-12-01 14,2062.386442729742
13,2017-12-01 14,393.43877129972896
14,2017-12-01 14,545.283151452201
15,2017-12-01 14,503.10014819317064
16,2017-12-01 14,714.4819158740947
17,2017-12-01 14,863.2134600518307
18,2017-12-01 14,417.84731861371597
19,2017-12-01 14,451.96652614685087
20,2017-12-01 14,1947.9992505353453
21,2017-12-01 14,770.222347211133
22,2017-12-01 14,289.42998298023616
23,2017-12-01 14,295.9791006580953
24,2017-12-01 14,913.7090693263267
25,2017-12-01 14,970.9218338488691
26,2017-12-01 14,474.85083095891946
27,2017-12-01 14,780.3965966392822
28,2017-12-01 14,750.7131184550746
29,2017-12-01 14,1071.791177968424
30,2017-12-01 14,581.8434163418747
31,2017-12-01 14,1079.5733185647891
32,2017-12-01 14,425.7808251630836
33,2017-12-01 14,654.9807790165452
1,2017-12-01 15,643.6454137635432
2,2017-12-01 15,623.6595378596185
3,2017-12-01 15,1124.8760174196486
4,2017-12-01 15,543.7099479246956
5,2017-12-01 15,553.1683864682176
6,2017-12-01 15,747.3784059532279
7,2017-12-01 15,339.1694826217257
8,2017-12-01 15,2266.7756263646943
9,2017-12-01 15,247.50909077394243
10,2017-12-01 15,886.7917776275599
11,2017-12-01 15,658.2211608302089
12,2017-12-01 15,2125.6147661709756
13,2017-12-01 15,382.2156429665471
14,2017-12-01 15,601.9907111656601
15,2017-12-01 15,684.7968521064262
16,2017-12-01 15,789.9857524820652
17,2017-12-01 15,783.987139735786
18,2017-12-01 15,370.8919093566265
19,2017-12-01 15,534.0517980479955
20,2017-12-01 15,1840.4551385807504
21,2017-12-01 15,701.7026744886125
22,2017-12-01 15,469.0649818921968
23,2017-12-01 15,442.56082256102104
24,2017-12-01 15,1045.2722694505178
25,2017-12-01 15,903.6052825627519
26,2017-12-01 15,479.9708410515474
27,2017-12-01 15,868.4443057944632
28,2017-12-01 15,671.9932331449555
29,2017-12-01 15,1124.8668524919904
30,2017-12-01 15,561.6392751108642
31,2017-12-01 15,1089.7806828388968
32,2017-12-01 15,416.7639612851961
33,2017-12-01 15,733.2193240777021
1,2017-12-01 16,578.6995528925167
2,2017-12-01 16,511.49243856850967
3,2017-12-01 16,991.1704346270965
4,2017-12-01 16,439.30069329595557
5,2017-12-01 16,530.893024922242
6,2017-12-01 16,588.067113470689
7,2017-12-01 16,292.1381970610494
8,2017-12-01 16,2223.857842308085
9,2017-12-01 16,205.60892482648717
10,2017-12-01 16,1008.9048090283785
11,2017-12-01 16,482.33918414436766
12,2017-12-01 16,2130.6313479159685
13,2017-12-01 16,316.08485386559965
14,2017-12-01 16,546.1872439510578
15,2017-12-01 16,462.817035810683
16,2017-12-01 16,640.0774899236637
17,2017-12-01 16,693.4108716509227
18,2017-12-01 16,384.3472051096842
19,2017-12-01 16,450.6170299059032
20,2017-12-01 16,1556.2339249103716
21,2017-12-01 16,591.4433036883859
22,2017-12-01 16,261.8554995334889
23,2017-12-01 16,315.10197440763307
24,2017-12-01 16,894.3067972304306
25,2017-12-01 16,817.249486222204
26,2017-12-01 16,457.81896834362647
27,2017-12-01 16,710.144187780192
28,2017-12-01 16,587.7890610668628
29,2017-12-01 16,1124.2176164570742
30,2017-12-01 16,591.7229590865707
31,2017-12-01 16,945.6663122376233
32,2017-12-01 16,377.23125162631356
33,2017-12-01 16,596.7222981395448
1,2017-12-01 17,783.2241038938554
2,2017-12-01 17,896.004307284923
3,2017-12-01 17,1845.2000803653586
4,2017-12-01 17,763.6047399087441
5,2017-12-01 17,673.7289746606529
6,2017-12-01 17,975.1407917576112
7,2017-12-01 17,390.25166963589993
8,2017-12-01 17,5726.992395990343
9,2017-12-01 17,300.69879615348873
10,2017-12-01 17,3213.6497784290655
11,2017-12-01 17,888.818326166499
12,2017-12-01 17,5519.789649380608
13,2017-12-01 17,510.9763886959853
14,2017-12-01 17,615.1890383321701
15,2017-12-01 17,557.6037945471942
16,2017-12-01 17,813.4655559220984
17,2017-12-01 17,1186.6075307940803
18,2017-12-01 17,498.7868534544858
19,2017-12-01 17,799.8502764642986
20,2017-12-01 17,1826.4676219179114
21,2017-12-01 17,1000.4623939323408
22,2017-12-01 17,426.34271394550774
23,2017-12-01 17,577.6702178731005
24,2017-12-01 17,1470.9764033485906
25,2017-12-01 17,1449.1132725144585
26,2017-12-01 17,721.0254262662529
27,2017-12-01 17,794.7917934723432
28,2017-12-01 17,960.4679514195066
29,2017-12-01 17,3313.2154365371653
30,2017-12-01 17,857.861784199192
31,2017-12-01 17,1634.12885498867
32,2017-12-01 17,710.7228135339701
33,2017-12-01 17,781.7316260962024
1,2017-12-01 18,781.1589557576982
2,2017-12-01 18,844.3457859216865
3,2017-12-01 18,1783.701033217052
4,2017-12-01 18,868.9264559385679
5,2017-12-01 18,673.3338270855004
6,2017-12-01 18,1217.19351541229
7,2017-12-01 18,438.2458554125154
8,2017-12-01 18,5515.618119555182
9,2017-12-01 18,324.8145460144338
10,2017-12-01 18,2310.85633903086
11,2017-12-01 18,803.8413585962423
12,2017-12-01 18,5394.415288921147
13,2017-12-01 18,551.242883020429
14,2017-12-01 18,591.8931392426789
15,2017-12-01 18,506.95081107014965
16,2017-12-01 18,517.732086952379
17,2017-12-01 18,1303.294713165786
18,2017-12-01 18,490.8260930061207
19,2017-12-01 18,771.4443115730076
20,2017-12-01 18,1539.1176612429788
21,2017-12-01 18,1123.1693911097468
22,2017-12-01 18,302.0585352998609
23,2017-12-01 18,496.3709861060886
24,2017-12-01 18,1221.2898666559122
25,2017-12-01 18,1534.6777725568882
26,2017-12-01 18,677.9015903610784
27,2017-12-01 18,673.5239786693973
28,2017-12-01 18,1092.4507139041414
29,2017-12-01 18,2488.9679743768374
30,2017-12-01 18,864.1998108958196
31,2017-12-01 18,1654.649653809232
32,2017-12-01 18,687.6215372798647
33,2017-12-01 18,639.8265785702401
1,2017-12-01 19,599.8541752572178
2,2017-12-01 19,599.6838049482828
3,2017-12-01 19,1256.215079924225
4,2017-12-01 19,529.6344586688105
5,2017-12-01 19,508.0804940061963
6,2017-12-01 19,921.7878827392515
7,2017-12-01 19,361.84870970560723
8,2017-12-01 19,3326.3309504446106
9,2017-12-01 19,257.9517142949495
10,2017-12-01 19,1364.1027614166646
11,2017-12-01 19,543.4721077790473
12,2017-12-01 19,3325.7717766577975
13,2017-12-01 19,395.0793696646462
14,2017-12-01 19,376.0759506235074
15,2017-12-01 19,386.12068636555364
16,2017-12-01 19,327.29749267773764
17,2017-12-01 19,903.8860882022427
18,2017-12-01 19,414.7326917042344
19,2017-12-01 19,538.3279761701224
20,2017-12-01 19,941.6574035291201
21,2017-12-01 19,754.1114837316244
22,2017-12-01 19,190.9662372717226
23,2017-12-01 19,323.216353512142
24,2017-12-01 19,651.8365504619758
25,2017-12-01 19,967.5609763276909
26,2017-12-01 19,513.382878380849
27,2017-12-01 19,440.7665441512558
28,2017-12-01 19,780.7408867632852
29,2017-12-01 19,1544.9193729382982
30,2017-12-01 19,662.4463167499655
31,2017-12-01 19,1234.4011021566457
32,2017-12-01 19,504.255857486483
33,2017-12-01 19,398.01013380957494
1,2017-12-01 20,552.1206804838732
2,2017-12-01 20,490.80312576618695
3,2017-12-01 20,992.9206963028025
4,2017-12-01 20,481.2184138792776
5,2017-12-01 20,474.5527258700938
6,2017-12-01 20,729.1239860315509
7,2017-12-01 20,305.84782333982514
8,2017-12-01 20,2256.2369280842267
9,2017-12-01 20,221.44367919015792
10,2017-12-01 20,974.9150916328042
11,2017-12-01 20,482.1766295503713
12,2017-12-01 20,2120.812654766086
13,2017-12-01 20,364.1177732935413
14,2017-12-01 20,346.15929274822685
15,2017-12-01 20,320.8038382919032
16,2017-12-01 20,310.47369886104036
17,2017-12-01 20,821.5562547773279
18,2017-12-01 20,345.6212360422203
19,2017-12-01 20,422.45909768672556
20,2017-12-01 20,714.6926861405375
21,2017-12-01 20,649.4011330310307
22,2017-12-01 20,166.76318115361903
23,2017-12-01 20,305.7250307829253
24,2017-12-01 20,568.7283686426063
25,2017-12-01 20,832.1018882978116
26,2017-12-01 20,450.7764169735872
27,2017-12-01 20,360.83266031655455
28,2017-12-01 20,697.8859935683017
29,2017-12-01 20,1140.5079176748523
30,2017-12-01 20,560.7965488564179
31,2017-12-01 20,988.8157362778132
32,2017-12-01 20,370.3272000497639
33,2017-12-01 20,342.01091304660724
1,2017-12-01 21,551.6731363811834
2,2017-12-01 21,541.4561008909341
3,2017-12-01 21,961.7945871405118
4,2017-12-01 21,484.84578859669955
5,2017-12-01 21,469.03640396716
6,2017-12-01 21,735.5807360595784
7,2017-12-01 21,286.7284564582159
8,2017-12-01 21,2111.4818168914267
9,2017-12-01 21,212.9277237126817
10,2017-12-01 21,668.8986772165999
11,2017-12-01 21,537.6865878901824
12,2017-12-01 21,1910.3028490332733
13,2017-12-01 21,380.06253126370063
14,2017-12-01 21,320.6206708608246
15,2017-12-01 21,315.1316816433683
16,2017-12-01 21,288.49373949381356
17,2017-12-01 21,901.3399298740137
18,2017-12-01 21,392.97163021136623
19,2017-12-01 21,481.3806022247742
20,2017-12-01 21,683.3962896998926
21,2017-12-01 21,668.3331327681059
22,2017-12-01 21,163.74873005433813
23,2017-12-01 21,352.74455314416923
24,2017-12-01 21,548.635513613971
25,2017-12-01 21,840.3591759020223
26,2017-12-01 21,440.5955614204581
27,2017-12-01 21,309.1314784199927
28,2017-12-01 21,744.0379144911788
29,2017-12-01 21,944.0985499664057
30,2017-12-01 21,571.0840124432418
31,2017-12-01 21,936.2141908137406
32,2017-12-01 21,379.02512634413733
33,2017-12-01 21,304.82062159597376
1,2017-12-01 22,637.7083176037831
2,2017-12-01 22,679.2647845793158
3,2017-12-01 22,1012.3409755724731
4,2017-12-01 22,643.7927594349853
5,2017-12-01 22,620.0279000982256
6,2017-12-01 22,847.7891329648446
